YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
131.01|185.00|None|-3.91|140.46|None|-6.53%|None|135.57|None|None|0.00|5.54|-36.45|12.64|66561|136.55|173.00|625.56M|+0.25 - +0.18%|None|0.30|8/14/2015|6.16|11.64|35.59|2015-08-14 13:57:00 UTC+0000|136.01|None|136.30|None|12.49|3134|None|+0.18%|None|137.27|None|10.93|None|+0.25|5.85B|Taro Pharmaceutical Industries|None|135.57 - 137.18|None|TARO|None|None|9:57am|NYQ|None|None|None|None|None|10.80|None|None|+0.18%|None|-2.78%|3.83|-9.55|137.18|+4.23%|None|9:57am - <b>136.55</b>|None|131.01 - 173.00|None|None|None|0.76|USD|None|None|146.10|None|-21.07%|135.57|11.73|None
13.14|31.50|None|-6.35|30.18|None|-17.64%|None|23.67|None|None|0.12|10.69|-12.12|0.48|2162890|23.83|35.95|42.69M|-0.25 - -1.04%|None|6.50|8/14/2015|7.10|0.45|2.86|2015-08-14 13:58:00 UTC+0000|23.80|None|24.08|None|0.53|140572|None|-1.04%|None|23.83|None|44.96|None|-0.25|1.28B|TASER International, Inc.|None|23.67 - 24.20|None|TASR|None|None|9:58am|NMS|None|None|None|None|None|49.54|None|None|-1.04%|None|-21.03%|8.43|-5.10|24.20|+81.35%|None|9:58am - <b>23.83</b>|None|13.14 - 35.95|None|None|None|1.83|USD|None|None|28.93|None|-33.71%|23.91|52.96|None
19.93|34.50|0.64|-0.39|25.10|None|-9.55%|None|24.71|2.50|None|-0.88|4.78|-14.89|0.61|44645|24.71|39.60|41.30M|-0.02 - -0.08%|None|4.50|8/14/2015|2.11|1.59|7.16|2015-08-14 13:30:00 UTC+0000|24.66|None|24.73|None|1.82|258|None|-0.08%|None|24.98|None|13.58|None|-0.02|341.12M|Liberty Tax, Inc.|None|24.71 - 24.71|None|TAX|None|None|9:30am|NMS|7/22/2015|None|None|None|7/13/2015|40.64|None|None|-0.08%|None|-1.54%|3.45|-2.61|24.71|+23.98%|None|9:30am - <b>24.71</b>|None|19.93 - 39.60|None|None|None|0.93|USD|None|None|27.32|None|-37.60%|24.71|15.54|None
40.40|65.03|None|-2.80|59.71|None|+6.75%|None|56.71|None|None|0.75|16.51|-6.79|3.05|503559|56.91|63.70|0.00|+0.10 - +0.18%|None|6.90|8/14/2015|4.88|2.96|30.66|2015-08-14 13:57:00 UTC+0000|56.91|None|56.81|None|3.59|28090|None|+0.18%|None|57.00|None|15.85|None|+0.10|2.61B|Texas Capital Bancshares, Inc.|None|56.71 - 58.01|None|TCBI|None|None|9:57am|NMS|None|None|None|None|None|18.69|None|None|+0.18%|None|-4.68%|1.85|3.60|58.01|+40.87%|None|9:57am - <b>56.91</b>|None|40.40 - 63.70|None|None|None|1.44|USD|None|None|53.31|None|-10.66%|56.83|19.23|None
14.11|16.97|1.44|-0.01|15.41|None|-3.18%|None|15.30|9.30|None|0.40|1.29|-2.31|0.96|154659|15.40|17.71|0.00|+0.05 - +0.33%|None|5.70|8/14/2015|5.73|1.59|15.10|2015-08-14 13:55:00 UTC+0000|15.34|None|15.35|None|1.65|19541|None|+0.33%|None|15.40|None|9.33|None|+0.05|753.97M|TCP Capital Corp.|None|15.30 - 15.40|None|TCPC|None|None|9:55am|NMS|6/30/2015|None|None|None|6/12/2015|16.02|None|None|+0.33%|None|-0.06%|1.02|-0.51|15.40|+9.14%|None|9:55am - <b>15.40</b>|None|14.11 - 17.71|None|None|None|1.91|USD|None|None|15.91|None|-13.04%|15.39|9.57|None
16.57|24.75|1.00|-2.29|20.42|None|-26.18%|None|17.73|5.60|None|0.05|1.56|-32.86|-2.59|1161050|18.13|50.99|377.68M|-0.01 - -0.06%|None|12.50|8/14/2015|0.60|0.64|52.17|2015-08-14 13:58:00 UTC+0000|18.10|None|18.14|None|0.08|134593|None|-0.06%|None|18.13|None|226.62|None|-0.01|851.77M|Tidewater Inc. Common Stock|None|17.73 - 18.71|None|TDW|None|None|9:58am|NYQ|9/15/2015|None|None|None|6/3/2015|None|None|None|-0.06%|None|-11.23%|0.35|-6.43|18.71|+9.41%|None|9:58am - <b>18.13</b>|None|16.57 - 50.99|None|None|None|5.18|USD|None|None|24.56|None|-64.44%|17.86|25.90|None
91.17|110.50|None|-2.52|105.88|None|-0.65%|None|102.26|None|None|1.61|12.19|-8.45|5.62|186491|103.36|111.81|388.50M|+0.41 - +0.40%|None|4.80|8/14/2015|1.54|5.62|39.47|2015-08-14 13:55:00 UTC+0000|102.97|None|102.95|None|6.01|3654|None|+0.40%|None|103.39|None|17.20|None|+0.41|3.66B|Teledyne Technologies Incorpora|None|102.26 - 103.39|None|TDY|None|None|9:55am|NYQ|None|None|None|None|None|18.38|None|None|+0.40%|None|-2.38%|2.61|-0.68|103.39|+13.37%|None|9:55am - <b>103.36</b>|None|91.17 - 111.81|None|None|None|1.86|USD|None|None|104.04|None|-7.56%|102.75|18.39|None
16.11|27.20|1.48|2.53|20.40|None|+13.29%|None|None|9.00|None|0.00|6.82|-1.25|0.03|73477|22.93|24.18|0.00|+0.00 - +0.00%|None|0.00|4/23/2015|None|0.30|0.00|2015-04-23 20:00:00 UTC+0000|None|None|22.93|None|1.48|0|None|+0.00%|None|None|None|None|None|+0.00|None|Marlin Midstream Partners, LP|None|None|None|FISH|None|None|4:00pm|NMS|5/15/2015|None|None|None|5/12/2015|None|None|None|+0.00%|None|+12.39%|None|2.69|None|+42.33%|None|4:00pm - <b>22.93</b>|None|16.11 - 24.18|None|None|None|0.00|USD|None|None|20.24|None|-5.17%|22.93|None|None
21.67|26.00|0.80|-0.31|24.53|None|+2.51%|None|24.22|3.40|None|0.48|2.55|-2.80|1.92|31678|24.22|27.02|0.00|+0.13 - +0.54%|None|6.00|8/14/2015|3.00|1.82|18.96|2015-08-14 13:30:00 UTC+0000|24.01|None|24.09|None|2.00|1134|None|+0.54%|None|24.26|None|12.11|None|+0.13|341.11M|Financial Institutions, Inc.|None|24.22 - 24.22|None|FISI|None|None|9:30am|NMS|7/2/2015|None|None|None|6/9/2015|12.62|None|None|+0.54%|None|-1.25%|1.27|0.59|24.22|+11.77%|None|9:30am - <b>24.22</b>|None|21.67 - 27.02|None|None|None|1.66|USD|None|None|23.63|None|-10.36%|24.22|13.31|None
60.55|90.54|None|2.93|86.48|None|+10.48%|None|88.70|None|None|1.02|28.86|-0.41|2.96|1116520|89.41|89.82|1.57B|+0.25 - +0.28%|None|3.90|8/14/2015|4.06|3.82|13.36|2015-08-14 13:57:00 UTC+0000|89.36|None|89.16|None|4.30|36344|None|+0.28%|None|89.42|None|20.79|None|+0.25|20.97B|Fiserv, Inc.|None|88.70 - 89.41|None|FISV|None|None|9:57am|NMS|None|None|None|None|None|30.19|None|None|+0.28%|None|+3.39%|6.67|8.48|89.41|+47.66%|None|9:57am - <b>89.41</b>|None|60.55 - 89.82|None|None|None|1.84|USD|None|None|80.93|None|-0.46%|88.87|23.41|None
17.1400|23.3300|0.5200|-0.1518|21.0943|None|+4.6607%|None|20.7600|2.5000|None|0.4200|3.8025|-0.9875|1.5900|6792740|20.9425|21.9300|0.00|+0.1025 - +0.4918%|None|1.5000|8/14/2015|3.0372|1.6000|17.6210|2015-08-14 13:58:00 UTC+0000|20.9400|None|20.8400|None|1.8000|328217|None|+0.4918%|None|20.9500|None|11.6347|None|+0.1025|16.95B|Fifth Third Bancorp|None|20.7600 - 20.9500|None|FITB|None|None|9:58am|NMS|7/21/2015|None|None|None|6/26/2015|13.1714|None|None|+0.4918%|None|-0.7196%|1.1827|0.9326|20.9500|+22.1849%|None|9:58am - <b>20.9425</b>|None|17.1400 - 21.9300|None|None|None|2.3400|USD|None|None|20.0099|None|-4.5030%|20.8500|13.0891|None
28.51|43.53|None|-0.58|38.14|None|+6.12%|None|37.01|None|None|0.08|9.05|-10.33|0.90|972980|37.56|47.89|96.85M|+0.32 - +0.86%|None|13.50|8/14/2015|2.87|1.05|3.34|2015-08-14 13:58:00 UTC+0000|37.50|None|37.24|None|1.33|67670|None|+0.86%|None|37.58|None|28.24|None|+0.32|2.05B|Five Below, Inc.|None|37.01 - 37.76|None|FIVE|None|None|9:58am|NMS|None|None|None|None|None|41.78|None|None|+0.86%|None|-1.52%|11.16|2.17|37.76|+31.74%|None|9:58am - <b>37.56</b>|None|28.51 - 47.89|None|None|None|1.40|USD|None|None|35.39|None|-21.57%|37.06|35.77|None
17.690|16.750|0.000|1.575|23.750|None|+10.732%|None|25.070|0.000|None|0.000|7.635|-1.995|1.050|37567|25.325|27.320|85.56M|-0.005 - -0.020%|None|5.200|8/14/2015|1.820|1.020|3.290|2015-08-14 13:54:00 UTC+0000|25.240|None|25.330|None|None|3206|None|-0.020%|None|25.390|None|None|None|-0.005|1.18B|National Beverage Corp.|None|25.070 - 25.710|None|FIZZ|None|None|9:54am|NMS|12/27/2012|None|None|None|12/5/2012|24.119|None|None|-0.020%|None|+6.630%|7.699|2.454|25.710|+43.160%|None|9:54am - <b>25.325</b>|None|17.690 - 27.320|None|None|None|0.000|USD|None|None|22.871|None|-7.302%|25.410|None|None
10.90|18.25|None|-8.58|20.97|None|-61.49%|None|12.34|None|None|-0.40|1.49|-33.99|-1.97|467417|12.39|46.38|-46.17M|-0.15 - -1.20%|None|16.20|8/14/2015|3.04|-1.89|4.61|2015-08-14 13:57:00 UTC+0000|12.38|None|12.54|None|-1.54|35747|None|-1.20%|None|12.43|None|None|None|-0.15|355.75M|Fluidigm Corporation|None|12.34 - 12.87|None|FLDM|None|None|9:57am|NMS|None|None|None|None|None|None|None|None|-1.20%|None|-40.92%|2.72|-19.78|12.87|+13.67%|None|9:57am - <b>12.39</b>|None|10.90 - 46.38|None|None|None|-0.20|USD|None|None|32.17|None|-73.29%|12.65|None|None
28.32|38.00|0.44|-0.27|30.71|None|-2.53%|None|30.30|1.40|None|0.53|2.12|-4.02|1.57|621966|30.44|34.46|350.66M|+0.00 - +0.00%|None|4.00|8/14/2015|2.76|1.64|11.69|2015-08-14 13:58:00 UTC+0000|30.44|None|30.44|None|1.87|83554|None|+0.00%|None|30.45|None|16.28|None|+0.00|4.27B|FLIR Systems, Inc.|None|30.30 - 30.58|None|FLIR|None|None|9:58am|NMS|9/4/2015|None|None|None|5/20/2015|19.36|None|None|+0.00%|None|-0.87%|2.61|-0.79|30.58|+7.49%|None|9:58am - <b>30.44</b>|None|28.32 - 34.46|None|None|None|1.27|USD|None|None|31.23|None|-11.67%|30.32|18.56|None
45.14|60.00|0.84|-2.06|50.09|None|-13.79%|None|47.60|1.70|None|1.08|2.89|-27.49|3.76|1431780|48.03|75.52|1.35B|+0.37 - +0.78%|None|3.30|8/14/2015|0.34|4.17|21.44|2015-08-14 13:58:00 UTC+0000|47.98|None|47.66|None|4.16|117539|None|+0.78%|None|48.01|None|11.55|None|+0.37|6.96B|Fluor Corporation Common Stock|None|47.60 - 48.15|None|FLR|None|None|9:58am|NYQ|10/2/2015|None|None|None|5/29/2015|12.79|None|None|+0.78%|None|-4.10%|2.22|-7.68|48.15|+6.40%|None|9:58am - <b>48.03</b>|None|45.14 - 75.52|None|None|None|1.26|USD|None|None|55.71|None|-36.40%|47.60|11.52|None
27.75|55.25|None|2.32|47.92|None|+14.24%|None|49.87|None|None|0.37|22.49|-2.21|0.97|393967|50.24|52.45|68.04M|+0.17 - +0.34%|None|11.70|8/14/2015|7.45|1.38|7.13|2015-08-14 13:54:00 UTC+0000|50.04|None|50.07|None|1.69|16658|None|+0.34%|None|50.23|None|29.73|None|+0.17|1.93B|Fleetmatics Group PLC Ordinary|None|49.87 - 50.43|None|FLTX|None|None|9:54am|NYQ|None|None|None|None|None|51.90|None|None|+0.34%|None|+4.84%|7.03|6.26|50.43|+81.05%|None|9:54am - <b>50.24</b>|None|27.75 - 52.45|None|None|None|1.61|USD|None|None|43.98|None|-4.21%|49.91|36.41|None
12.41|37.83|None|-0.19|23.31|None|+5.31%|None|22.83|None|None|-0.62|10.71|-7.25|-1.94|154398|23.12|30.37|-36.11M|+0.15 - +0.65%|None|3.20|8/14/2015|None|-2.20|5.84|2015-08-14 13:49:00 UTC+0000|23.18|None|22.97|None|-2.53|3317|None|+0.65%|None|23.31|None|None|None|+0.15|497.08M|Flexion Therapeutics, Inc.|None|22.83 - 23.15|None|FLXN|None|None|9:49am|NGM|None|None|None|None|None|None|None|None|+0.65%|None|-0.83%|3.93|1.17|23.15|+86.30%|None|9:49am - <b>23.12</b>|None|12.41 - 30.37|None|None|None|0.00|USD|None|None|21.95|None|-23.87%|22.83|None|None
28.56|42.50|0.72|-0.31|41.62|None|+15.39%|None|41.27|1.80|None|0.57|12.75|-4.80|2.91|31644|41.31|46.11|38.46M|+0.14 - +0.34%|None|2.50|8/14/2015|0.67|3.09|24.37|2015-08-14 13:51:00 UTC+0000|41.00|None|41.17|None|3.27|523|None|+0.34%|None|41.59|None|12.63|None|+0.14|307.39M|Flexsteel Industries, Inc.|None|41.27 - 41.31|None|FLXS|None|None|9:51am|NMS|7/2/2015|None|None|None|6/17/2015|14.18|None|None|+0.34%|None|-0.74%|1.69|5.51|41.31|+44.64%|None|9:51am - <b>41.31</b>|None|28.56 - 46.11|None|None|None|0.00|USD|None|None|35.80|None|-10.41%|41.27|13.37|None
18.250|36.500|None|-8.664|28.939|None|-49.472%|None|20.115|None|None|-0.520|2.025|-34.005|-2.571|313389|20.275|54.280|-69.11M|-0.005 - -0.025%|None|8.400|8/14/2015|9.069|-2.590|8.447|2015-08-14 13:58:00 UTC+0000|20.270|None|20.280|None|-1.600|5812|None|-0.025%|None|20.390|None|None|None|-0.005|697.10M|Foundation Medicine, Inc.|None|20.115 - 20.410|None|FMI|None|None|9:58am|NMS|None|None|None|None|None|None|None|None|-0.025%|None|-29.939%|2.401|-19.851|20.410|+11.096%|None|9:58am - <b>20.275</b>|None|18.250 - 54.280|None|None|None|0.000|USD|None|None|40.126|None|-62.647%|20.290|None|None
32.40|44.59|0.43|-0.98|42.26|None|-0.42%|None|40.99|1.10|None|0.55|8.88|-3.06|1.74|175348|41.28|44.34|3.00B|+0.50 - +1.23%|None|7.00|8/14/2015|1.46|1.75|15.71|2015-08-14 13:51:00 UTC+0000|41.22|None|40.78|None|2.05|15693|None|+1.23%|None|41.25|None|20.14|None|+0.50|25.15B|Fresenius Medical Care AG Commo|None|40.99 - 41.28|None|FMS|None|None|9:51am|NYQ|6/1/2015|None|None|None|5/15/2015|23.74|None|None|+1.23%|None|-2.31%|2.60|-0.17|41.28|+27.41%|None|9:51am - <b>41.28</b>|None|32.40 - 44.34|None|None|None|2.19|USD|None|None|41.45|None|-6.90%|41.06|23.59|None
29.40|49.67|0.28|-6.98|43.04|None|-14.22%|None|35.71|0.70|None|0.26|6.66|-10.28|0.66|342580|36.06|46.34|61.30M|-0.01 - -0.03%|None|46.20|8/14/2015|6.24|0.95|7.55|2015-08-14 13:58:00 UTC+0000|36.02|None|36.07|None|1.15|35839|None|-0.03%|None|36.14|None|31.36|None|-0.01|1.87B|Financial Engines, Inc.|None|35.71 - 36.21|None|FNGN|None|None|9:58am|NMS|10/6/2015|None|None|None|6/11/2015|54.64|None|None|-0.03%|None|-16.21%|4.78|-5.98|36.21|+22.65%|None|9:58am - <b>36.06</b>|None|29.40 - 46.34|None|None|None|1.52|USD|None|None|42.04|None|-22.18%|36.09|37.96|None
22.46|34.67|0.16|-0.25|24.37|None|-11.63%|None|23.84|0.70|None|0.76|1.66|-12.92|2.78|120111|24.12|37.04|59.05M|+0.16 - +0.67%|None|2.10|8/14/2015|1.66|2.31|15.54|2015-08-14 13:54:00 UTC+0000|24.01|None|23.96|None|2.69|8274|None|+0.67%|None|24.17|None|8.97|None|+0.16|343.18M|Federated National Holding Comp|None|23.84 - 24.16|None|FNHC|None|None|9:54am|NGM|9/1/2015|None|None|None|7/30/2015|8.67|None|None|+0.67%|None|-1.01%|1.54|-3.17|24.16|+7.39%|None|9:54am - <b>24.12</b>|None|22.46 - 37.04|None|None|None|0.52|USD|None|None|27.29|None|-34.88%|23.89|10.44|None
30.60|50.00|0.68|-3.05|34.84|None|-11.53%|None|31.68|2.10|None|0.29|1.19|-9.86|0.65|43903|31.79|41.65|33.93M|-0.07 - -0.22%|None|4.40|8/14/2015|1.82|1.06|7.35|2015-08-14 13:56:00 UTC+0000|31.73|None|31.86|None|1.25|1531|None|-0.22%|None|32.11|None|25.43|None|-0.07|569.68M|Forrester Research, Inc.|None|31.68 - 31.79|None|FORR|None|None|9:56am|NMS|9/16/2015|None|None|None|6/8/2015|48.61|None|None|-0.22%|None|-8.75%|4.33|-4.14|31.79|+3.89%|None|9:56am - <b>31.79</b>|None|30.60 - 41.65|None|None|None|2.51|USD|None|None|35.93|None|-23.67%|31.68|29.99|None
56.96|67.33|None|-6.84|67.99|None|-22.62%|None|61.00|None|None|2.15|4.19|-54.05|6.89|1161200|61.15|115.20|623.79M|-0.23 - -0.37%|None|11.00|8/14/2015|0.87|5.12|17.37|2015-08-14 13:58:00 UTC+0000|61.16|None|61.38|None|5.39|63791|None|-0.37%|None|61.26|None|11.35|None|-0.23|2.97B|Fossil Group, Inc.|None|61.00 - 61.92|None|FOSL|None|None|9:58am|NMS|None|None|None|None|None|8.87|None|None|-0.37%|None|-10.06%|3.53|-17.88|61.92|+7.36%|None|9:58am - <b>61.15</b>|None|56.96 - 115.20|None|None|None|1.12|USD|None|None|79.03|None|-46.92%|61.66|11.94|None
27.16|37.25|0.30|-2.56|32.18|None|-10.34%|None|29.41|1.00|None|0.45|2.46|-8.21|3.90|3956470|29.62|37.83|6.64B|-0.02 - -0.07%|None|2.10|8/14/2015|2.11|1.83|8.36|2015-08-14 13:59:00 UTC+0000|29.62|None|29.64|None|2.38|385727|None|-0.07%|None|29.63|None|12.45|None|-0.02|61.02B|Twenty-First Century Fox, Inc.|None|29.41 - 29.70|None|FOX|None|None|9:59am|NMS|4/15/2015|None|None|None|3/9/2015|7.60|None|None|-0.07%|None|-7.96%|3.55|-3.41|29.70|+9.06%|None|9:59am - <b>29.62</b>|None|27.16 - 37.83|None|None|None|0.82|USD|None|None|33.03|None|-21.70%|29.50|16.19|None
45.83|69.17|None|3.03|52.14|None|-1.95%|None|54.59|None|None|0.43|9.34|-13.83|1.49|308056|55.17|69.00|92.75M|+0.18 - +0.33%|None|6.20|8/14/2015|2.25|1.62|8.46|2015-08-14 13:58:00 UTC+0000|55.06|None|54.99|None|1.89|8191|None|+0.33%|None|55.21|None|29.19|None|+0.18|1.46B|Fiesta Restaurant Group, Inc.|None|54.59 - 55.17|None|FRGI|None|None|9:58am|NMS|None|None|None|None|None|37.05|None|None|+0.33%|None|+5.81%|6.50|-1.10|55.17|+20.38%|None|9:58am - <b>55.17</b>|None|45.83 - 69.00|None|None|None|1.71|USD|None|None|56.27|None|-20.04%|54.59|34.06|None
116.500|144.940|3.760|1.771|134.394|None|-1.590%|None|134.564|2.800|None|1.410|19.665|-14.945|2.491|357252|136.165|151.110|457.19M|-0.395 - -0.289%|None|7.400|8/14/2015|13.203|5.310|23.518|2015-08-14 13:57:00 UTC+0000|135.870|None|136.560|None|5.810|12609|None|-0.289%|None|136.310|None|23.436|None|-0.395|9.41B|Federal Realty Investment Trust|None|134.564 - 136.165|None|FRT|None|None|9:57am|NYQ|10/15/2015|None|None|None|6/18/2015|54.663|None|None|-0.289%|None|+1.318%|5.807|-2.200|136.165|+16.880%|None|9:57am - <b>136.165</b>|None|116.500 - 151.110|None|None|None|3.160|USD|None|None|138.365|None|-9.890%|136.080|25.643|None
39.1800|62.9200|None|5.6547|46.2657|None|-2.3531%|None|51.1400|None|None|1.4400|12.7404|-21.8596|3.0910|2278220|51.9204|73.7800|521.18M|+0.8104 - +1.5856%|None|3.2000|8/14/2015|1.5806|3.4300|49.9690|2015-08-14 13:58:00 UTC+0000|51.8900|None|51.1100|None|3.8900|192096|None|+1.5856%|None|51.9600|None|13.3471|None|+0.8104|5.24B|First Solar, Inc.|None|51.1400 - 52.2500|None|FSLR|None|None|9:58am|NMS|None|None|None|None|None|16.7973|None|None|+1.5856%|None|+12.2222%|1.0228|-1.2512|52.2500|+32.5176%|None|9:58am - <b>51.9204</b>|None|39.1800 - 73.7800|None|None|None|-1.4600|USD|None|None|53.1716|None|-29.6281%|51.1900|15.1371|None
19.16|30.00|0.16|-10.34|29.78|None|-51.71%|None|19.16|0.80|None|0.64|0.28|-38.04|2.39|88981|19.44|57.48|69.39M|+0.08 - +0.41%|None|3.80|8/14/2015|0.32|2.54|33.49|2015-08-14 13:56:00 UTC+0000|19.40|None|19.36|None|2.31|4072|None|+0.41%|None|19.48|None|8.42|None|+0.08|202.25M|L.B. Foster Company|None|19.16 - 19.48|None|FSTR|None|None|9:56am|NMS|9/18/2015|None|None|None|6/10/2015|8.14|None|None|+0.41%|None|-34.72%|0.58|-20.81|19.48|+1.46%|None|9:56am - <b>19.44</b>|None|19.16 - 57.48|None|None|None|0.76|USD|None|None|40.25|None|-66.18%|19.28|7.65|None
31.83|40.20|None|-3.05|35.82|None|-16.18%|None|32.65|None|None|0.63|0.94|-29.23|2.53|3087000|32.77|62.00|1.23B|+0.08 - +0.24%|None|2.60|8/14/2015|1.00|2.38|11.30|2015-08-14 13:58:00 UTC+0000|32.75|None|32.69|None|1.95|83088|None|+0.24%|None|32.79|None|16.81|None|+0.08|7.52B|FMC Technologies, Inc. Common S|None|32.65 - 33.24|None|FTI|None|None|9:58am|NYQ|None|None|None|None|8/1/2008|12.94|None|None|+0.24%|None|-8.52%|2.89|-6.33|33.24|+2.95%|None|9:58am - <b>32.77</b>|None|31.83 - 62.00|None|None|None|2.38|USD|None|None|39.10|None|-47.15%|32.69|13.77|None
11.03|18.25|None|3.06|14.91|None|+22.00%|None|17.87|None|None|0.05|6.94|-10.53|0.30|1358150|17.97|28.50|45.68M|+0.02 - +0.11%|None|7.10|8/14/2015|2.34|0.12|5.41|2015-08-14 13:58:00 UTC+0000|17.88|None|17.95|None|0.53|45213|None|+0.11%|None|17.94|None|33.91|None|+0.02|963.34M|Flotek Industries, Inc. Common|None|17.87 - 18.25|None|FTK|None|None|9:58am|NYQ|None|None|None|None|None|60.10|None|None|+0.11%|None|+20.56%|3.32|3.24|18.25|+62.92%|None|9:58am - <b>17.97</b>|None|11.03 - 28.50|None|None|None|15.35|USD|None|None|14.73|None|-36.95%|17.87|149.75|None
23.08|51.52|None|2.17|44.23|None|+21.30%|None|46.06|None|None|0.21|23.32|-3.91|0.07|1630890|46.40|50.31|67.47M|-0.10 - -0.22%|None|2.10|8/14/2015|9.15|0.52|4.41|2015-08-14 13:58:00 UTC+0000|46.37|None|46.50|None|0.71|84299|None|-0.22%|None|46.42|None|65.35|None|-0.10|7.94B|Fortinet, Inc.|None|46.06 - 46.53|None|FTNT|None|None|9:58am|NMS|None|None|None|None|None|662.86|None|None|-0.22%|None|+4.90%|10.56|8.15|46.53|+101.04%|None|9:58am - <b>46.40</b>|None|23.08 - 50.31|None|None|None|5.50|USD|None|None|38.25|None|-7.77%|46.24|89.23|None
40.74|90.59|0.00|-0.92|72.72|None|+12.94%|None|71.15|0.00|None|0.10|31.06|-15.82|0.00|3295570|71.80|87.62|-35.11M|-0.33 - -0.46%|None|3.40|8/14/2015|7.32|0.29|10.75|2015-08-14 13:59:00 UTC+0000|71.80|None|72.13|None|1.24|187317|None|-0.46%|None|71.92|None|57.90|None|-0.33|10.24B|Ctrip.com International, Ltd.|None|71.15 - 72.95|None|CTRP|None|None|9:59am|NMS|None|None|None|None|6/10/2008|14360.00|None|None|-0.46%|None|-1.26%|6.71|8.23|72.95|+76.24%|None|9:59am - <b>71.80</b>|None|40.74 - 87.62|None|None|None|3.24|USD|None|None|63.57|None|-18.06%|71.33|247.59|None
32.21|44.00|1.03|0.19|34.51|None|-2.83%|None|34.70|3.00|None|0.25|2.49|-3.85|2.03|31519|34.70|38.55|40.67M|+0.10 - +0.29%|None|6.70|8/14/2015|4.07|2.09|19.36|2015-08-14 13:30:00 UTC+0000|34.53|None|34.60|None|2.05|1034|None|+0.29%|None|34.84|None|16.93|None|+0.10|387.53M|Connecticut Water Service, Inc.|None|34.70 - 34.70|None|CTWS|None|None|9:30am|NMS|6/15/2015|None|None|None|5/28/2015|17.09|None|None|+0.29%|None|+0.55%|1.79|-1.01|34.70|+7.73%|None|9:30am - <b>34.70</b>|None|32.21 - 38.55|None|None|None|3.32|USD|None|None|35.71|None|-9.99%|34.70|16.60|None
56.47|76.61|None|5.65|71.78|None|+16.50%|None|76.57|None|None|1.21|20.96|-0.28|1.69|1952020|77.43|77.71|732.82M|+0.63 - +0.82%|None|2.00|8/14/2015|3.90|3.71|13.89|2015-08-14 13:59:00 UTC+0000|77.40|None|76.80|None|4.07|114946|None|+0.82%|None|77.47|None|19.02|None|+0.63|12.44B|Citrix Systems, Inc.|None|76.57 - 77.50|None|CTXS|None|None|9:59am|NMS|None|None|None|None|None|45.79|None|None|+0.82%|None|+7.88%|5.53|10.97|77.50|+37.12%|None|9:59am - <b>77.43</b>|None|56.47 - 77.71|None|None|None|1.53|USD|None|None|66.46|None|-0.36%|76.92|20.87|None
17.72|27.10|0.64|1.41|25.03|None|+9.61%|None|26.22|2.50|None|0.31|8.72|-0.16|0.18|1221990|26.44|26.60|228.02M|+0.00 - +0.00%|None|3.60|8/14/2015|10.98|1.19|8.83|2015-08-14 13:58:00 UTC+0000|26.43|None|26.44|None|1.32|153495|None|+0.00%|None|26.45|None|20.03|None|+0.00|4.47B|CubeSmart Common Shares|None|26.22 - 26.44|None|CUBE|None|None|9:58am|NYQ|10/15/2015|None|None|None|6/29/2015|146.08|None|None|+0.00%|None|+5.63%|3.00|2.32|26.44|+49.21%|None|9:58am - <b>26.44</b>|None|17.72 - 26.60|None|None|None|1.75|USD|None|None|24.12|None|-0.60%|26.40|22.03|None
